"pris","vej","vejnr","postnr","by","kvmpris","størrelse","mdudg","grund","værelser","liggetid","opført"
"2.650.000 kr.","vesterskovvej","31","4793","bogoe","10.483","228","2.169","2.094","7","7 dag","1892"
"1.199.000 kr.","margrethevej","28","7100","vejle","13.359","70","1.930","586","3","7 dag","1952"
"925.000 kr.","brogaardsgade","11","9490","pandrup","9.835","110","1.245","690","5","7 dag","1927"
"3.750.000 kr.","kornvaenget","94","8600","silkeborg","18.564","152","2.932","1.212","5","7 dag","1977"
"1.695.000 kr.",NA,NA,NA,NA,"10.217","169","2.612","1.229","6","7 dag","1978"
"1.075.000 kr.","soendergade","99","9900","frederikshavn","6.953","106","1.262","231","5","7 dag","1963"
"3.495.000 kr.","sandloekken","2","5560","aarup","17.116","198","2.630","1.078","6","7 dag","1994"
"750.000 kr.","friborgvej","16","9370","hals","5.941","115","1.479","835","4","7 dag","1967"
"1.995.000 kr.","lillemarken","12","4000","roskilde","18.550","93","3.955","830","3","7 dag","1964"
"995.000 kr.","lyngbyvej","16","9520","skoerping","5.923","140","1.025","11.557","5","7 dag","1962"
"5.995.000 kr.","digevangsvej","11","2600","glostrup","36.355","134","3.731","595","5","7 dag","1953"
"3.995.000 kr.","soebakken","23","3450","alleroed","27.485","136","4.404","757","4","7 dag","1974"
"5.295.000 kr.","bjaeldevej","5","4000","roskilde","34.428","143","4.035","556","4","7 dag","1997"
"3.298.000 kr.","blaabaervej","13","8410","roende","17.914","187","2.814","922","6","7 dag","1978"
"2.098.000 kr.","havbakken","190","6710","esbjerg","14.837","133","2.375","838","5","7 dag","1969"
"1.195.000 kr.","birkealle","8","4760","vordingborg","8.704","87","2.301","679","3","7 dag","1957"
"3.095.000 kr.","johanne-korchs-vej","43","4700","naestved","17.952","166","3.313","916","4","7 dag","1976"
"3.300.000 kr.","engstien","3","4241","vemmelev","15.274","174","3.339","15.077","6","7 dag","1934"
"2.895.000 kr.","holbergsvej","26","4180","soroe","21.085","121","2.264","220","4","7 dag","1912"
"3.395.000 kr.","agervaenget","1","4622","havdrup","23.438","131","3.182","946","5","7 dag","1966"
"1.695.000 kr.","laerkevej","26","7620","lemvig","9.064","169","1.494","802","6","7 dag","2005"
"5.795.000 kr.","kloevervej","1","4000","roskilde","33.171","143","4.575","697","6","7 dag","1939"
"2.098.000 kr.",NA,NA,NA,NA,"17.253","120","1.824","700","3","7 dag","1895"
"1.595.000 kr.","ny-holstedvej","30","4700","naestved","11.558","117","1.897","778","4","7 dag","1899"
"5.195.000 kr.","skovparken","23","3200","helsinge","32.068","162","2.776","721","6","7 dag","2016"
"1.695.000 kr.","vestvej","4","8920","randers","10.701","140","2.362","689","6","7 dag","1927"
"5.750.000 kr.",NA,NA,NA,NA,"41.757","135","3.937","700","5","7 dag","1995"
"2.695.000 kr.","ahornvej","18","4390","vipperoed","17.292","152","3.392","864","6","7 dag","1973"
"1.985.000 kr.","toftebjerg-hovedgade","27","8305","samsoe","7.453","257","2.434","1.482","7","7 dag","1925"
"1.695.000 kr.","vejlevej","32","6000","kolding","16.741","99","1.863","340","2","7 dag","1962"
"5.195.000 kr.","kystparkvej","28","8250","egaa","34.507","130","4.134","700","6","7 dag","1961"
"3.195.000 kr.","under-linden","79","7500","holstebro","18.071","167","2.592","830","5","7 dag","2014"
"495.000 kr.","hindborgvej","5","7860","spoettrup","3.050","148","1.411","913","7","7 dag","1960"
"845.000 kr.","frejasvej","3","9500","hobro","6.438","123","1.664","774","4","7 dag","1985"
"5.995.000 kr.",NA,NA,NA,NA,"36.444","152","5.338","1.195","5","7 dag","1964"
"2.995.000 kr.",NA,NA,NA,NA,"18.719","129","2.846","746","3","7 dag","1969"
"995.000 kr.","baekkelundsvej","32","8930","randers","10.479","54","2.074","845","2","7 dag","1934"
"6.500.000 kr.","lerchenborgvej","2","2665","vallensbaek","41.935","155","4.620","976","5","7 dag","2016"
"3.145.000 kr.","soendervang","44","9530","stoevring","16.684","170","2.686","1.085","5","7 dag","1974"
"2.795.000 kr.","blaahoej","1","7000","fredericia","16.422","166","2.949","986","4","7 dag","1981"
"15.995.000 kr.","svejbaek-soevej","4","8600","silkeborg","46.202","302","11.267","2.237","4","7 dag","1988"
"5.200.000 kr.","valnoedvej","16","4000","roskilde","36.262","123","4.439","720","3","7 dag","1961"
"3.798.000 kr.","oesterloekken","126","8381","tilst","22.580","171","2.733","704","6","7 dag","2004"
"14.995.000 kr.","gammel-koegevej","50","2680","solroed","79.803","188","8.830","1.282","8","7 dag","1967"
"945.000 kr.","aarupvej","11","8830","tjele","6.873","130","1.779","852","4","7 dag","1971"
"1.795.000 kr.","solvaenget","8","7400","herning","12.236","144","2.150","716","5","7 dag","1965"
"7.350.000 kr.","risbyholmvej","5","2700","broenshoej","42.108","121","6.161","684","4","7 dag","1939"
"2.595.000 kr.","blegevej","25","8300","odder","19.387","123","2.237","730","5","7 dag","1969"
"4.245.000 kr.","valmuemarken","1","2680","solroed","35.493","110","3.426","804","3","7 dag","1969"
"1.275.000 kr.","oestergade","21","9370","hals","9.586","133","2.371","771","4","7 dag","1901"
"1.595.000 kr.","vangevej","19","7150","barrit","9.737","117","1.647","900","4","7 dag","1972"
"4.975.000 kr.","vindeby-birkevej","17","5700","svendborg","21.687","162","3.135","939","5","7 dag","1972"
"2.750.000 kr.","rungsvej","5","7100","vejle","18.456","145","2.664","512","5","7 dag","1996"
"2.398.000 kr.","liljevaenget","12","6710","esbjerg","16.641","124","2.408","710","3","7 dag","1969"
"2.198.000 kr.","hesselballevej","50","8530","hjortshoej","14.222","136","2.333","1.779","7","7 dag","1852"
"3.698.000 kr.","kirkevaenget","73","8310","tranbjerg","19.592","180","3.316","835","6","7 dag","1967"
"2.595.000 kr.",NA,NA,NA,NA,"19.900","128","2.476","733","4","7 dag","1978"
"2.698.000 kr.","noerregade","100","6700","esbjerg","13.350","174","2.723","171","6","7 dag","1910"
"1.495.000 kr.","lindevej","26","9800","hjoerring","10.118","138","1.476","764","5","7 dag","1962"
"1.495.000 kr.","bispevej","12","4500","nykoebing","11.157","128","2.619","733","5","7 dag","1968"
"6.795.000 kr.","pinievej","17","2880","bagsvaerd","34.757","155","4.946","1.372","7","7 dag","1922"
"800.000 kr.","lindager","12","9760","vraa","5.577","136","1.542","1.250","5","7 dag","1967"
"3.297.000 kr.","svendborgvej","24","5260","odense","16.715","160","2.231","792","6","7 dag","1938"
"595.000 kr.","lille-skovvej","4","9940","laesoe","5.965","82","1.245","5.105","4","7 dag","1930"
"745.000 kr.","hestehavevej","12","4572","noerre","5.757","115","2.490","3.084","4","7 dag","1850"
"875.000 kr.","brogade","1","4690","haslev","9.584","89","1.731","338","2","7 dag","1925"
"2.295.000 kr.","dalvejen","74","8600","silkeborg","16.393","135","2.936","1.000","5","7 dag","1973"
"1.595.000 kr.","vindumvej","157","8840","roedkaersbro","7.991","144","2.073","6.312","5","7 dag","1937"
"2.395.000 kr.","jeppe-aakjaers-vej","9","4700","naestved","15.592","152","2.731","914","6","7 dag","1961"
"1.795.000 kr.","baekkelundsvej","18","8930","randers","14.896","109","2.373","845","4","7 dag","1932"
"4.295.000 kr.","rosenvej","3","5700","svendborg","28.710","128","3.767","1.603","4","7 dag","1951"
"1.395.000 kr.","boegevej","17","9490","pandrup","6.399","203","2.092","810","7","7 dag","1971"
"4.198.000 kr.","boegevej","2","8370","hadsten","14.678","235","3.670","1.202","7","7 dag","1908"
"9.995.000 kr.","helsingevej","52","2830","virum","52.385","196","6.767","782","6","7 dag","1975"
"6.450.000 kr.","kvaedevej","4","3450","alleroed","38.416","159","5.651","765","5","7 dag","2015"
"3.295.000 kr.","kirkebakken","16","4621","gadstrup","21.656","144","3.372","728","5","7 dag","1973"
"995.000 kr.","mellemvang","9","4990","sakskoebing","8.694","105","1.651","554","3","7 dag","1943"
"1.195.000 kr.","nr-alslev-birkevej","7","4840","noerre","7.516","150","1.794","663","3","7 dag","1972"
"1.648.000 kr.","opalvaenget","12","7000","fredericia","12.726","119","2.271","1.094","4","7 dag","1969"
"895.000 kr.","bregnevej","12","7470","karup","6.237","136","1.704","1.126","5","7 dag","1973"
"2.475.000 kr.","nonbo-krat","7","8800","viborg","18.306","133","2.122","769","5","7 dag","1995"
"5.998.000 kr.",NA,NA,NA,NA,"13.317","447","2.284","2.788","12","7 dag","1917"
"2.150.000 kr.","skellet","4","4640","faxe","9.813","202","2.679","3.194","6","7 dag","1877"
"3.495.000 kr.","aalevej","51","7160","toerring","10.807","258","3.027","5.516","8","7 dag","1910"
"875.000 kr.","tjoernevaenget","44","6541","bevtoft","5.306","161","1.467","1.040","7","7 dag","1979"
"1.995.000 kr.","moelleparken","14","7184","vandel","9.628","182","2.222","1.048","6","7 dag","1974"
"2.450.000 kr.","smedevej","10","4591","foellenslev","12.545","168","3.126","3.720","6","7 dag","2007"
"2.245.000 kr.",NA,NA,NA,NA,"13.944","152","2.362","6.987","6","7 dag","1916"
"6.295.000 kr.","skodsborgvej","24","2830","virum","43.043","126","5.481","792","4","7 dag","1944"
"1.195.000 kr.","kulepilevej","7","5900","rudkoebing","6.173","170","2.121","1.040","6","7 dag","1967"
"9.795.000 kr.","ulvebjerg","5","2880","bagsvaerd","48.975","200","5.756","803","6","7 dag","2021"
"4.298.000 kr.","soendersoevej","37","8240","risskov","34.261","118","3.396","1.000","5","7 dag","1997"
"4.249.000 kr.","pretoria-alle","35","2770","kastrup","35.497","117","3.373","615","4","7 dag","1968"
"2.695.000 kr.","daniavej","131","9550","mariager","14.199","172","2.556","800","5","7 dag","1911"
"1.750.000 kr.","linaa-vesterskovvej","22","8600","silkeborg","13.780","110","2.507","1.800","4","7 dag","1984"
"2.995.000 kr.","buskelundengen","12","8600","silkeborg","20.886","140","3.973","476","5","7 dag","2015"
"595.000 kr.","irgensvej","3","7770","vestervig","4.007","141","1.607","711","4","7 dag","1972"
"5.495.000 kr.","aadalsvej","19","9210","aalborg","25.511","193","2.264","695","7","7 dag","2021"
"2.695.000 kr.","bakkelygade","39","9400","noerresundby","22.181","106","2.368","377","4","7 dag","1900"
"2.795.000 kr.","hobrovej","175","9530","stoevring","15.124","168","1.612","10.000","5","7 dag","1909"
"1.798.000 kr.","engen","8","6720","fanoe","18.906","89","1.869","641","3","7 dag","1994"
"3.295.000 kr.",NA,NA,NA,NA,"23.553","138","2.210","222","6","7 dag","2017"
"4.495.000 kr.","duehusvej","146","4632","bjaeverskov","22.230","207","3.107","820","5","7 dag","2005"
"9.875.000 kr.","oereodden","3","5700","svendborg","43.066","234","5.365","684","7","7 dag","2016"
"495.000 kr.","flauenskjoldvej","13","9352","dybvad","5.000","90","1.099","2.146","2","7 dag","1900"
"695.000 kr.","faaborgvej","9","5620","glamsbjerg","4.169","108","1.923","950","6","7 dag","1910"
"2.795.000 kr.","a-c-pedersens-vej","12","7100","vejle","19.886","136","3.036","836","5","7 dag","1981"
"1.145.000 kr.","bakkevej","5","9500","hobro","7.739","110","1.539","700","4","7 dag","1947"
"645.000 kr.","harager","6","6640","lunderskov","4.998","102","1.285","1.600","4","7 dag","1910"
"5.450.000 kr.","manbjergvej","27","8541","skoedstrup","18.940","295","4.413","1.114","7","7 dag","1972"
"1.695.000 kr.","aspevej","17","3751","oestermarie","7.024","209","1.230","1.960","5","7 dag","1885"
"1.075.000 kr.","oesterlundvej","10","6780","skaerbaek","6.101","155","1.308","1.268","5","7 dag","1980"
"1.745.000 kr.","roersangervej","1","4100","ringsted","14.695","108","2.566","763","4","7 dag","1964"
"1.395.000 kr.","mariagervej","39","9560","hadsund","10.000","139","1.750","768","6","7 dag","1862"
"2.995.000 kr.","tranbjergvej","29","8310","tranbjerg","27.477","109","2.815","713","3","8 dag","1965"
"13.650.000 kr.","mosebakken","33","2830","virum","68.250","141","10.176","1.964","5","8 dag","1933"
"2.850.000 kr.","roennebaervangen","15","5210","odense","14.645","158","3.178","734","6","8 dag","1930"
"795.000 kr.","kongsengene","21","9480","loekken","5.372","153","1.139","1.447","5","8 dag","1900"
"8.750.000 kr.","fuglegaardsvaenget","23","2820","gentofte","42.538","161","6.413","1.119","6","8 dag","1937"
"948.000 kr.","praestegaardsalle","4","6630","roedding","3.689","242","2.541","2.862","8","8 dag","1636"
"2.325.000 kr.","dalgaardsparken","16","3540","lynge","25.592","85","3.314","638","3","8 dag","1960"
"5.595.000 kr.","apeldoorn-alle","9","2791","dragoer","36.761","146","4.079","801","4","8 dag","1970"
"2.450.000 kr.","rypevej","13","3300","frederiksvaerk","16.695","139","2.907","808","4","8 dag","1976"
"1.995.000 kr.","gaden","3","3740","svaneke","24.479","80","1.263","120","4","8 dag","1800"
"1.995.000 kr.","graasig","12","8643","ans","12.403","141","2.391","1.609","5","8 dag","1965"
"1.495.000 kr.","lyngbyvej","79","9520","skoerping","7.339","173","1.579","2.559","6","9 dag","1928"
"725.000 kr.","nykoebingvej","115","4850","stubbekoebing","5.286","136","1.239","1.140","6","9 dag","1924"
"2.595.000 kr.","silkeborgvej","179","8700","horsens","11.611","220","2.497","1.400","7","9 dag","1997"
"1.195.000 kr.","oestrupvej","17","4350","ugerloese","10.249","74","1.846","894","2","9 dag","1937"
"1.895.000 kr.","roedtjoernevej","2","4340","toelloese","18.345","102","2.498","1.017","3","9 dag","1947"
"2.245.000 kr.","solbakkevej","2","9881","bindslev","7.771","259","2.512","13.200","5","9 dag","1875"
"3.199.000 kr.","gustav-holms-vej","23","9210","aalborg","19.626","135","2.224","700","5","9 dag","1950"
"17.995.000 kr.","fabritius-alle","16","2930","klampenborg","77.531","193","7.941","915","7","9 dag","1928"
"1.450.000 kr.","hovedgaden","18","4350","ugerloese","9.062","153","1.918","654","4","9 dag","1904"
"1.195.000 kr.","straedet","5","4350","ugerloese","11.004","106","1.930","727","4","9 dag","1906"
"4.195.000 kr.","oernsoevej","26","8600","silkeborg","28.183","114","3.339","674","5","9 dag","1943"
"1.695.000 kr.",NA,NA,NA,NA,"9.123","173","2.076","1.022","5","9 dag","1910"
"3.495.000 kr.","bavnegaardsvej","60","8361","hasselager","25.162","136","3.194","780","5","9 dag","1986"
"1.195.000 kr.","moellegaarden","21","6933","kibaek","10.320","109","1.533","1.020","3","9 dag","1976"
"695.000 kr.","vaenget","9","4593","eskebjerg","4.777","114","1.880","900","4","9 dag","1961"
"1.992.000 kr.","oerebakken","30","3000","helsingoer","38.493","50","3.170","528","3","9 dag","1965"
"749.000 kr.","trangetvej","14","9830","taars","5.886","94","1.638","1.000","4","9 dag","1956"
"5.795.000 kr.","lillegade","6","2670","greve","22.575","189","3.502","1.190","6","9 dag","1966"
"4.995.000 kr.",NA,NA,NA,NA,"28.831","170","4.233","786","4","9 dag","1966"
"625.000 kr.","lendumvej","694","9870","sindal","4.841","90","1.214","540","3","9 dag","1961"
"5.495.000 kr.","georg-walther-andersens-vaenge","15","8700","horsens","26.584","199","3.049","852","5","9 dag","2022"
"1.695.000 kr.","granslevbyvej","3","8870","langaa","16.143","110","1.955","3.272","6","9 dag","1900"
"2.898.000 kr.","lektorvej","46","9000","aalborg","16.598","123","2.857","840","4","10 dag","1962"
"2.895.000 kr.","radbyvej","38","5320","agedrup","12.100","240","2.491","3.108","10","10 dag","1800"
"5.500.000 kr.","kildemosevej","37","3060","espergaerde","33.333","158","4.436","777","6","10 dag","2012"
"865.000 kr.","klostervej","17","7620","lemvig","5.531","160","1.632","6.782","5","10 dag","1926"
"3.348.000 kr.","byleddet","6","8220","brabrand","21.558","136","3.058","877","4","10 dag","1924"
"7.500.000 kr.","hyrebakken","18","3460","birkeroed","37.313","210","3.689","847","5","10 dag","1918"
"5.395.000 kr.","safirvej","6","8541","skoedstrup","28.099","195","2.868","716","6","10 dag","1964"
"15.950.000 kr.","johannevej","9","2920","charlottenlund","78.552","142","8.798","670","5","10 dag","1936"
"12.995.000 kr.","eivindsvej","5","2920","charlottenlund","69.233","157","6.188","630","6","10 dag","1911"
"1.195.000 kr.","kirsebaerhaven","12","5792","aarslev","8.143","135","2.115","914","6","10 dag","1965"
"1.995.000 kr.","sennelsvej","152","7700","thisted","7.302","207","1.805","6.267","4","10 dag","1933"
"1.195.000 kr.","strandvejen","157","7673","harbooere","11.518","85","1.285","2.163","6","10 dag","1892"
"1.195.000 kr.","sebbelundvej","1","6430","nordborg","5.781","193","1.592","815","4","10 dag","1934"
"5.500.000 kr.","troldhoej","45","6100","haderslev","21.960","243","2.692","1.031","7","10 dag","2012"
"4.498.000 kr.","enghavevej","7","8260","viby","31.510","114","3.445","760","4","10 dag","1915"
"2.895.000 kr.","rubinvej","23","7000","fredericia","12.968","221","2.694","1.059","7","10 dag","1972"
"9.995.000 kr.","birketoften","1","3500","vaerloese","45.012","196","5.590","700","5","10 dag","1963"
"6.295.000 kr.","fyrrevaenget","21","3520","farum","38.608","145","4.644","1.000","7","10 dag","1966"
"5.498.000 kr.","serinetoften","9","8340","malling","30.578","171","2.790","751","4","10 dag","2023"
"1.195.000 kr.","vesterbrogade","24","4930","maribo","6.503","180","2.267","1.173","6","10 dag","1900"
"845.000 kr.","soendergade","4","7280","soender","6.079","135","1.832","967","4","10 dag","1942"
"1.250.000 kr.",NA,NA,NA,NA,"7.238","159","1.702","747","6","10 dag","1978"
"1.345.000 kr.","sjellevej","69","8450","hammel","8.650","103","2.262","13.980","4","10 dag","1900"
"895.000 kr.","kvaedevej","16","9700","broenderslev","4.202","197","1.628","911","3","10 dag","1969"
"795.000 kr.","tinghoejvej","2","7755","bedsted","5.096","146","1.641","5.211","4","10 dag","1863"
"995.000 kr.","floejstrupvej","36","7100","vejle","6.748","149","1.309","808","5","10 dag","1978"
"4.649.000 kr.",NA,NA,NA,NA,"38.613","86","3.860","550","3","10 dag","1935"
"295.000 kr.","bonnetvej","36","7620","lemvig","2.183","127","1.142","900","2","10 dag","1962"
"2.365.000 kr.","baggesensvaenge","4","4700","naestved","16.176","141","2.596","800","5","10 dag","1968"
"1.349.000 kr.","industrivej","1","8881","thorsoe","7.945","155","1.456","715","5","10 dag","1970"
"2.295.000 kr.",NA,NA,NA,NA,"18.928","117","2.314","481","4","10 dag","1961"
"1.845.000 kr.","anders-nielsens-vej","1","8800","viborg","10.745","146","2.357","820","7","10 dag","1969"
"8.995.000 kr.","carlsbergvej","5","3400","hilleroed","28.807","280","6.949","2.027","9","10 dag","1930"
"3.795.000 kr.","soeborgvej","19","8930","randers","17.521","191","2.817","945","6","10 dag","1971"
